search_term,id
northern hardwood forest (typic subtype) ,saw-hab-northern-hardwood-forest-typic-subtype
northern hardwood forest (rich subtype) ,saw-hab-northern-hardwood-forest-rich-subtype
northern hardwood forest (beech gap subtype),saw-hab-northern-hardwood-forest-beech-gap-subtype
high elevation birch boulderfield forest,saw-hab-high-elevation-birch-boulderfield-forest
rich cove forest (montane intermediate subtype) ,saw-hab-rich-cove-forest-montane-intermediate-subtype
rich cove forest (montane rich subtype) ,saw-hab-rich-cove-forest-montane-rich-subtype
rich cove forest (foothills intermediate subtype) ,saw-hab-rich-cove-forest-foothills-intermediate-subtype
rich cove forest (foothills rich subtype) ,saw-hab-rich-cove-forest-foothills-rich-subtype
rich cove forest (red oak subtype) ,saw-hab-rich-cove-forest-red-oak-subtype
rich cove forest (boulderfield subtype),saw-hab-rich-cove-forest-boulderfield-subtype
acidic cove forest (typic subtype) ,saw-hab-acidic-cove-forest-typic-subtype
acidic cove forest (high elevation subtype) ,saw-hab-acidic-cove-forest-high-elevation-subtype
acidic cove forest (silverbell subtype),saw-hab-acidic-cove-forest-silverbell-subtype
canada hemlock forest (typic subtype) ,saw-hab-canada-hemlock-forest-typic-subtype
canada hemlock forest (white pine subtype),saw-hab-canada-hemlock-forest-white-pine-subtype
mesic mixed hardwood forest (piedmont subtype) ,saw-hab-mesic-mixed-hardwood-forest-piedmont-subtype
mesic mixed hardwood forest (coastal plain subtype) ,saw-hab-mesic-mixed-hardwood-forest-coastal-plain-subtype
basic mesic forest (piedmont subtype),saw-hab-basic-mesic-forest-piedmont-subtype
basic mesic forest (coastal plain subtype) ,saw-hab-basic-mesic-forest-coastal-plain-subtype
piedmont/coastal plain heath bluff ,saw-hab-piedmont-coastal-plain-heath-bluff
cape fear valley mixed bluff forest ,saw-hab-cape-fear-valley-mixed-bluff-forest
pine–oak / heath (typic subtype) ,saw-hab-pine-oak-heath-typic-subtype
pine–oak / heath (high elevation subtype) ,saw-hab-pine-oak-heath-high-elevation-subtype
carolina hemlock forest (typic subtype) ,saw-hab-carolina-hemlock-forest-typic-subtype
carolina hemlock forest (pine subtype) ,saw-hab-carolina-hemlock-forest-pine-subtype
carolina hemlock forest (mesic subtype),saw-hab-carolina-hemlock-forest-mesic-subtype
white pine forest ,saw-hab-white-pine-forest
low mountain pine forest (shortleaf pine subtype) ,saw-hab-low-mountain-pine-forest-shortleaf-pine-subtype
low mountain pine forest (montane pine subtype),saw-hab-low-mountain-pine-forest-montane-pine-subtype
southern mountain pine–oak forest ,saw-hab-southern-mountain-pine-oak-forest
southern mountain xeric pine–oak woodland ,saw-hab-southern-mountain-xeric-pine-oak-woodland
high elevation red oak forest (typic herb subtype) ,saw-hab-high-elevation-red-oak-forest-typic-herb-subtype
high elevation red oak forest (rich subtype) ,saw-hab-high-elevation-red-oak-forest-rich-subtype
high elevation red oak forest (heath subtype) ,saw-hab-high-elevation-red-oak-forest-heath-subtype
high elevation red oak forest (orchard forest subtype) ,saw-hab-high-elevation-red-oak-forest-orchard-forest-subtype
high elevation red oak forest (stunted woodland subtype) ,saw-hab-high-elevation-red-oak-forest-stunted-woodland-subtype
high elevation white oak forest ,saw-hab-high-elevation-white-oak-forest
chestnut oak forest (dry heath subtype) ,saw-hab-chestnut-oak-forest-dry-heath-subtype
chestnut oak forest (herb subtype) ,saw-hab-chestnut-oak-forest-herb-subtype
chestnut oak forest (white pine subtype) ,saw-hab-chestnut-oak-forest-white-pine-subtype
chestnut oak forest (mesic subtype) ,saw-hab-chestnut-oak-forest-mesic-subtype
montane oak–hickory forest (acidic subtype) ,saw-hab-montane-oak-hickory-forest-acidic-subtype
montane oak–hickory forest (basic subtype) ,saw-hab-montane-oak-hickory-forest-basic-subtype
montane oak–hickory forest (low dry subtype) ,saw-hab-montane-oak-hickory-forest-low-dry-subtype
montane oak–hickory forest (white pine subtype),saw-hab-montane-oak-hickory-forest-white-pine-subtype
low montane red oak forest ,saw-hab-low-montane-red-oak-forest
calcareous oak–walnut forest ,saw-hab-calcareous-oak-walnut-forest
montane grape opening ,saw-hab-montane-grape-opening
dry-mesic oak–hickory forest (piedmont subtype) ,saw-hab-dry-mesic-oak-hickory-forest-piedmont-subtype
dry-mesic oak-hickory forest (coastal plain subtype) ,saw-hab-dry-mesic-oak-hickory-forest-coastal-plain-subtype
dry oak–hickory forest (piedmont subtype) ,saw-hab-dry-oak-hickory-forest-piedmont-subtype
dry oak–hickory forest (coastal plain subtype) ,saw-hab-dry-oak-hickory-forest-coastal-plain-subtype
dry-mesic basic oak–hickory forest (piedmont subtype) ,saw-hab-dry-mesic-basic-oak-hickory-forest-piedmont-subtype
dry-mesic basic oak–hickory forest (coastal plain subtype) ,saw-hab-dry-mesic-basic-oak-hickory-forest-coastal-plain-subtype
dry basic oak–hickory forest ,saw-hab-dry-basic-oak-hickory-forest
piedmont monadnock forest (typic subtype) ,saw-hab-piedmont-monadnock-forest-typic-subtype
piedmont monadnock forest (pine subtype) ,saw-hab-piedmont-monadnock-forest-pine-subtype
piedmont monadnock forest (heath subtype) ,saw-hab-piedmont-monadnock-forest-heath-subtype
mixed moisture hardpan forest ,saw-hab-mixed-moisture-hardpan-forest
swamp island evergreen forest,saw-hab-swamp-island-evergreen-forest
high elevation rocky summit (typic subtype) ,saw-hab-high-elevation-rocky-summit-typic-subtype
high elevation rocky summit (high peak subtype) ,saw-hab-high-elevation-rocky-summit-high-peak-subtype
high elevation rocky summit (little bluestem basic subtype) ,saw-hab-high-elevation-rocky-summit-little-bluestem-basic-subtype
high elevation rocky summit (ninebark basic subtype) ,saw-hab-high-elevation-rocky-summit-ninebark-basic-subtype
high elevation rocky summit (high peak lichen subtype) ,saw-hab-high-elevation-rocky-summit-high-peak-lichen-subtype
high elevation granitic dome ,saw-hab-high-elevation-granitic-dome
low elevation rocky summit (acidic subtype),saw-hab-low-elevation-rocky-summit-acidic-subtype
low elevation rocky summit (basic subtype),saw-hab-low-elevation-rocky-summit-basic-subtype
low elevation rocky summit (quartzite ledge subtype) ,saw-hab-low-elevation-rocky-summit-quartzite-ledge-subtype
low elevation granitic dome ,saw-hab-low-elevation-granitic-dome
montane cliff (acidic herb subtype) ,saw-hab-montane-cliff-acidic-herb-subtype
montane cliff (acidic lichen subtype) ,saw-hab-montane-cliff-acidic-lichen-subtype
montane cliff (carolina rocktripe subtype) ,saw-hab-montane-cliff-carolina-rocktripe-subtype
montane cliff (mafic subtype),saw-hab-montane-cliff-mafic-subtype
montane cliff (calcareous subtype),saw-hab-montane-cliff-calcareous-subtype
talus vineland ,saw-hab-talus-vineland
piedmont cliff (acidic subtype) ,saw-hab-piedmont-cliff-acidic-subtype
piedmont cliff (basic subtype) ,saw-hab-piedmont-cliff-basic-subtype
coastal plain cliff ,saw-hab-coastal-plain-cliff
coastal plain marl outcrop (bluff subtype) ,saw-hab-coastal-plain-marl-outcrop-bluff-subtype
coastal plain marl outcrop (lake shore subtype) ,saw-hab-coastal-plain-marl-outcrop-lake-shore-subtype
granitic flatrock (annual herb subtype) ,saw-hab-granitic-flatrock-annual-herb-subtype
granitic flatrock (perennial herb subtype) ,saw-hab-granitic-flatrock-perennial-herb-subtype
granitic flatrock border woodland ,saw-hab-granitic-flatrock-border-woodland
high elevation mafic glade ,saw-hab-high-elevation-mafic-glade
low elevation acidic glade (grass subtype) ,saw-hab-low-elevation-acidic-glade-grass-subtype
low elevation acidic glade (biltmore sedge subtype) ,saw-hab-low-elevation-acidic-glade-biltmore-sedge-subtype
low elevation basic glade (montane subtype) ,saw-hab-low-elevation-basic-glade-montane-subtype
low elevation basic glade (brushy mountain subtype) ,saw-hab-low-elevation-basic-glade-brushy-mountain-subtype
montane red cedar–hardwood woodland ,saw-hab-montane-red-cedar-hardwood-woodland
granitic dome basic woodland ,saw-hab-granitic-dome-basic-woodland
ultramafic outcrop barren (pitch pine subtype) ,saw-hab-ultramafic-outcrop-barren-pitch-pine-subtype
ultramafic outcrop barren (white oak subtype) ,saw-hab-ultramafic-outcrop-barren-white-oak-subtype
ultramafic outcrop barren (virginia pine subtype) ,saw-hab-ultramafic-outcrop-barren-virginia-pine-subtype
ultramafic outcrop barren (piedmont subtype),saw-hab-ultramafic-outcrop-barren-piedmont-subtype
acidic shale slope woodland ,saw-hab-acidic-shale-slope-woodland
calcareous shale slope woodland ,saw-hab-calcareous-shale-slope-woodland
piedmont acidic glade,saw-hab-piedmont-acidic-glade
piedmont basic glade (typic subtype),saw-hab-piedmont-basic-glade-typic-subtype
piedmont basic glade (falls dam slope subtype) ,saw-hab-piedmont-basic-glade-falls-dam-slope-subtype
diabase glade ,saw-hab-diabase-glade
xeric hardpan forest (basic hardpan subtype) ,saw-hab-xeric-hardpan-forest-basic-hardpan-subtype
xeric hardpan forest (northern prairie barren subtype) ,saw-hab-xeric-hardpan-forest-northern-prairie-barren-subtype
xeric hardpan forest (southern prairie barren subtype) ,saw-hab-xeric-hardpan-forest-southern-prairie-barren-subtype
xeric hardpan forest (acidic hardpan subtype) ,saw-hab-xeric-hardpan-forest-acidic-hardpan-subtype
xeric hardpan forest (basic rocky subtype) ,saw-hab-xeric-hardpan-forest-basic-rocky-subtype
xeric piedmont slope woodland ,saw-hab-xeric-piedmont-slope-woodland
dune grass (southern subtype) ,saw-hab-dune-grass-southern-subtype
dune grass (bluestem subtype) ,saw-hab-dune-grass-bluestem-subtype
dune grass (northern subtype) ,saw-hab-dune-grass-northern-subtype
live dune barren ,saw-hab-live-dune-barren
stable dune barren (southern subtype) ,saw-hab-stable-dune-barren-southern-subtype
stable dune barren (beach heather subtype) ,saw-hab-stable-dune-barren-beach-heather-subtype
maritime dry grassland (typic subtype) ,saw-hab-maritime-dry-grassland-typic-subtype
maritime dry grassland (northern subtype) ,saw-hab-maritime-dry-grassland-northern-subtype
maritime vine tangle ,saw-hab-maritime-vine-tangle
maritime shrub (stunted tree subtype) ,saw-hab-maritime-shrub-stunted-tree-subtype
maritime shrub (wax-myrtle subtype) ,saw-hab-maritime-shrub-wax-myrtle-subtype
maritime shrub (bayberry subtype) ,saw-hab-maritime-shrub-bayberry-subtype
maritime evergreen forest (mid atlantic subtype) ,saw-hab-maritime-evergreen-forest-mid-atlantic-subtype
maritime evergreen forest (south atlantic subtype) ,saw-hab-maritime-evergreen-forest-south-atlantic-subtype
maritime deciduous forest ,saw-hab-maritime-deciduous-forest
coastal fringe evergreen forest (typic subtype) ,saw-hab-coastal-fringe-evergreen-forest-typic-subtype
coastal fringe evergreen forest (sand spit woodland subtype) ,saw-hab-coastal-fringe-evergreen-forest-sand-spit-woodland-subtype
calcareous coastal fringe forest (northern subtype) ,saw-hab-calcareous-coastal-fringe-forest-northern-subtype
calcareous coastal fringe forest (southern subtype) ,saw-hab-calcareous-coastal-fringe-forest-southern-subtype
marsh hammock ,saw-hab-marsh-hammock
coastal fringe shell woodland ,saw-hab-coastal-fringe-shell-woodland
dry piedmont longleaf pine forest,saw-hab-dry-piedmont-longleaf-pine-forest
sand barren (typic subtype) ,saw-hab-sand-barren-typic-subtype
sand barren (coastal fringe subtype) ,saw-hab-sand-barren-coastal-fringe-subtype
xeric sandhill scrub (typic subtype) ,saw-hab-xeric-sandhill-scrub-typic-subtype
xeric sandhill scrub (coastal fringe subtype) ,saw-hab-xeric-sandhill-scrub-coastal-fringe-subtype
pine/scrub oak sandhill (blackjack subtype) ,saw-hab-pine-scrub-oak-sandhill-blackjack-subtype
pine/scrub oak sandhill (mixed oak subtype),saw-hab-pine-scrub-oak-sandhill-mixed-oak-subtype
pine/scrub oak sandhill (mesic transition subtype) ,saw-hab-pine-scrub-oak-sandhill-mesic-transition-subtype
pine/scrub oak sandhill (clay/rock hilltop subtype),saw-hab-pine-scrub-oak-sandhill-clay-rock-hilltop-subtype
pine/scrub oak sandhill (coastal fringe subtype) ,saw-hab-pine-scrub-oak-sandhill-coastal-fringe-subtype
pine/scrub oak sandhill (northern subtype),saw-hab-pine-scrub-oak-sandhill-northern-subtype
mesic pine savanna (coastal plain subtype) ,saw-hab-mesic-pine-savanna-coastal-plain-subtype
mesic pine savanna (sandhills subtype) ,saw-hab-mesic-pine-savanna-sandhills-subtype
mesic pine savanna (little river subtype) ,saw-hab-mesic-pine-savanna-little-river-subtype
mesic pine savanna (lumbee subtype) ,saw-hab-mesic-pine-savanna-lumbee-subtype
brownwater levee forest (high levee subtype) ,saw-hab-brownwater-levee-forest-high-levee-subtype
brownwater levee forest (medium levee subtype) ,saw-hab-brownwater-levee-forest-medium-levee-subtype
brownwater levee forest (low levee subtype) ,saw-hab-brownwater-levee-forest-low-levee-subtype
brownwater levee forest (bar subtype) ,saw-hab-brownwater-levee-forest-bar-subtype
blackwater levee/bar forest ,saw-hab-blackwater-levee-bar-forest
brownwater bottomland hardwoods (high subtype) ,saw-hab-brownwater-bottomland-hardwoods-high-subtype
brownwater bottomland hardwoods (low subtype) ,saw-hab-brownwater-bottomland-hardwoods-low-subtype
brownwater bottomland hardwoods (swamp transition subtype) ,saw-hab-brownwater-bottomland-hardwoods-swamp-transition-subtype
blackwater bottomland hardwoods (high subtype) ,saw-hab-blackwater-bottomland-hardwoods-high-subtype
blackwater bottomland hardwoods (low subtype) ,saw-hab-blackwater-bottomland-hardwoods-low-subtype
blackwater bottomland hardwoods (evergreen subtype),saw-hab-blackwater-bottomland-hardwoods-evergreen-subtype
blackwater bottomland hardwoods (swamp transition subtype) ,saw-hab-blackwater-bottomland-hardwoods-swamp-transition-subtype
cypress–gum swamp (brownwater subtype) ,saw-hab-cypress-gum-swamp-brownwater-subtype
cypress-gum swamp (intermediate subtype) ,saw-hab-cypress-gum-swamp-intermediate-subtype
cypress--gum swamp (blackwater subtype) ,saw-hab-cypress-gum-swamp-blackwater-subtype
cypress–gum swamp (blackwater cove subtype) ,saw-hab-cypress-gum-swamp-blackwater-cove-subtype
sandhill streamhead swamp,saw-hab-sandhill-streamhead-swamp
coastal plain small stream swamp ,saw-hab-coastal-plain-small-stream-swamp
oxbow lake (brownwater subtype) ,saw-hab-oxbow-lake-brownwater-subtype
oxbow lake (blackwater subtype),saw-hab-oxbow-lake-blackwater-subtype
sand and mud bar (brownwater subtype) ,saw-hab-sand-and-mud-bar-brownwater-subtype
sand and mud bar (blackwater sand bar subtype) ,saw-hab-sand-and-mud-bar-blackwater-sand-bar-subtype
sand and mud bar (blackwater drawdown bar subtype) ,saw-hab-sand-and-mud-bar-blackwater-drawdown-bar-subtype
sand and mud bar (narrowleaf pond-lily subtype) ,saw-hab-sand-and-mud-bar-narrowleaf-pond-lily-subtype
riverine floating mat ,saw-hab-riverine-floating-mat
coastal plain semipermanent impoundment (open water subtype) ,saw-hab-coastal-plain-semipermanent-impoundment-open-water-subtype
coastal plain semipermanent impoundment (typic marsh subtype) ,saw-hab-coastal-plain-semipermanent-impoundment-typic-marsh-subtype
coastal plain semipermanent impoundment (sandhills marsh subtype) 115,saw-hab-coastal-plain-semipermanent-impoundment-sandhills-marsh-subtype115
coastal plain semipermanent impoundment (sandhills mire subtype) ,saw-hab-coastal-plain-semipermanent-impoundment-sandhills-mire-subtype
coastal plain semipermanent impoundment (cypress-gum subtype) ,saw-hab-coastal-plain-semipermanent-impoundment-cypress-gum-subtype
montane alluvial forest (small river subtype) ,saw-hab-montane-alluvial-forest-small-river-subtype
montane alluvial forest (large river subtype) ,saw-hab-montane-alluvial-forest-large-river-subtype
montane alluvial forest (high terrace subtype) ,saw-hab-montane-alluvial-forest-high-terrace-subtype
montane floodplain slough forest ,saw-hab-montane-floodplain-slough-forest
piedmont alluvial forest ,saw-hab-piedmont-alluvial-forest
piedmont headwater stream forest (typic subtype) ,saw-hab-piedmont-headwater-stream-forest-typic-subtype
piedmont headwater stream forest (hardpan subtype) ,saw-hab-piedmont-headwater-stream-forest-hardpan-subtype
piedmont levee forest (typic subtype) ,saw-hab-piedmont-levee-forest-typic-subtype
piedmont levee forest (beech subtype) ,saw-hab-piedmont-levee-forest-beech-subtype
piedmont bottomland forest (high subtype),saw-hab-piedmont-bottomland-forest-high-subtype
piedmont bottomland forest (typic low subtype) ,saw-hab-piedmont-bottomland-forest-typic-low-subtype
piedmont bottomland forest (northern low subtype ,saw-hab-piedmont-bottomland-forest-northern-low-subtype
piedmont swamp forest ,saw-hab-piedmont-swamp-forest
piedmont/mountain canebrake,saw-hab-piedmont-mountain-canebrake
floodplain pool ,saw-hab-floodplain-pool
piedmont/mountain semipermanent impoundment (open water subtype) 128,saw-hab-piedmont-mountain-semipermanent-impoundment-open-water-subtype128
piedmont/mountain semipermanent impoundment (montane marsh subtype) ,saw-hab-piedmont-mountain-semipermanent-impoundment-montane-marsh-subtype
piedmont/mountain semipermanent impoundment (piedmont marsh ,saw-hab-piedmont-mountain-semipermanent-impoundment-piedmont-marsh
piedmont/mountain semipermanent impoundment (shrub subtype) ,saw-hab-piedmont-mountain-semipermanent-impoundment-shrub-subtype
rocky bar and shore (alder-yellowroot subtype) ,saw-hab-rocky-bar-and-shore-alder-yellowroot-subtype
rocky bar and shore (twisted sedge subtype) ,saw-hab-rocky-bar-and-shore-twisted-sedge-subtype
rocky bar and shore (water willow subtype) ,saw-hab-rocky-bar-and-shore-water-willow-subtype
rocky bar and shore (mixed bar subtype) ,saw-hab-rocky-bar-and-shore-mixed-bar-subtype
rocky bar and shore (mountain bedrock scour subtype) ,saw-hab-rocky-bar-and-shore-mountain-bedrock-scour-subtype
rocky bar and shore (yadkin falls bedrock scour subtype) ,saw-hab-rocky-bar-and-shore-yadkin-falls-bedrock-scour-subtype
rocky bar and shore (riverweed subtype),saw-hab-rocky-bar-and-shore-riverweed-subtype
rocky bar and shore (southern wild rice subtype) ,saw-hab-rocky-bar-and-shore-southern-wild-rice-subtype
swamp forest–bog complex (typic subtype) ,saw-hab-swamp-forest-bog-complex-typic-subtype
swamp forest–bog complex (spruce subtype) ,saw-hab-swamp-forest-bog-complex-spruce-subtype
southern appalachian bog (typic subtype),saw-hab-southern-appalachian-bog-typic-subtype
southern appalachian bog (low elevation subtype) ,saw-hab-southern-appalachian-bog-low-elevation-subtype
southern appalachian bog (long hope valley subtype),saw-hab-southern-appalachian-bog-long-hope-valley-subtype
southern appalachian bog (skunk cabbage subtype) ,saw-hab-southern-appalachian-bog-skunk-cabbage-subtype
french broad valley bog ,saw-hab-french-broad-valley-bog
low mountain seepage bog ,saw-hab-low-mountain-seepage-bog
southern appalachian fen (bluff mountain subtype) ,saw-hab-southern-appalachian-fen-bluff-mountain-subtype
southern appalachian fen (glades subtype) ,saw-hab-southern-appalachian-fen-glades-subtype
spray cliff ,saw-hab-spray-cliff
high elevation boggy seep ,saw-hab-high-elevation-boggy-seep
rich montane seep ,saw-hab-rich-montane-seep
low elevation seep (typic subtype) ,saw-hab-low-elevation-seep-typic-subtype
low elevation seep (montane subtype) ,saw-hab-low-elevation-seep-montane-subtype
low elevation seep (piedmont/mountain springhead subtype) ,saw-hab-low-elevation-seep-piedmont-mountain-springhead-subtype
low elevation seep (floodplain subtype ,saw-hab-low-elevation-seep-floodplain-subtype
hillside seepage bog,saw-hab-hillside-seepage-bog
piedmont boggy streamhead ,saw-hab-piedmont-boggy-streamhead
coastal plain seepage bank ,saw-hab-coastal-plain-seepage-bank
upland depression swamp forest,saw-hab-upland-depression-swamp-forest
upland pool (typic piedmont subtype) ,saw-hab-upland-pool-typic-piedmont-subtype
upland pool (pleasant grove subtype) ,saw-hab-upland-pool-pleasant-grove-subtype
upland pool (roberdo subtype) ,saw-hab-upland-pool-roberdo-subtype
upland pool (mountain subtype) ,saw-hab-upland-pool-mountain-subtype
nonriverine wet hardwood forest (oak flat subtype) ,saw-hab-nonriverine-wet-hardwood-forest-oak-flat-subtype
nonriverine wet hardwood forest (oak-gum slough subtype) ,saw-hab-nonriverine-wet-hardwood-forest-oak-gum-slough-subtype
wet marl forest ,saw-hab-wet-marl-forest
nonriverine swamp forest (cypress-gum subtype) ,saw-hab-nonriverine-swamp-forest-cypress-gum-subtype
nonriverine swamp forest (mixed subtype) ,saw-hab-nonriverine-swamp-forest-mixed-subtype
nonriverine swamp forest (poplar-pawpaw subtype) ,saw-hab-nonriverine-swamp-forest-poplar-pawpaw-subtype
nonriverine swamp forest (sweetgum subtype),saw-hab-nonriverine-swamp-forest-sweetgum-subtype
peatland atlantic white cedar forest ,saw-hab-peatland-atlantic-white-cedar-forest
low pocosin (gallberry-fetterbush subtype) ,saw-hab-low-pocosin-gallberry-fetterbush-subtype
low pocosin (titi subtype) ,saw-hab-low-pocosin-titi-subtype
pocosin opening (sedge-fern subtype) ,saw-hab-pocosin-opening-sedge-fern-subtype
pocosin opening (pitcher plant subtype) ,saw-hab-pocosin-opening-pitcher-plant-subtype
pocosin opening (cranberry subtype) ,saw-hab-pocosin-opening-cranberry-subtype
high pocosin (evergreen subtype) ,saw-hab-high-pocosin-evergreen-subtype
high pocosin (deciduous subtype) ,saw-hab-high-pocosin-deciduous-subtype
pond pine woodland (typic subtype) ,saw-hab-pond-pine-woodland-typic-subtype
pond pine woodland (northern subtype) ,saw-hab-pond-pine-woodland-northern-subtype
pond pine woodland (canebrake subtype) ,saw-hab-pond-pine-woodland-canebrake-subtype
peatland canebrake ,saw-hab-peatland-canebrake
bay forest ,saw-hab-bay-forest
streamhead pocosin ,saw-hab-streamhead-pocosin
streamhead atlantic white cedar forest ,saw-hab-streamhead-atlantic-white-cedar-forest
streamhead canebrake ,saw-hab-streamhead-canebrake
wet piedmont longleaf pine forest ,saw-hab-wet-piedmont-longleaf-pine-forest
wet pine flatwoods (typic subtype) ,saw-hab-wet-pine-flatwoods-typic-subtype
wet pine flatwoods (sand myrtle subtype),saw-hab-wet-pine-flatwoods-sand-myrtle-subtype
wet pine flatwoods (depression subtype) ,saw-hab-wet-pine-flatwoods-depression-subtype
sandy pine savanna (typic subtype) ,saw-hab-sandy-pine-savanna-typic-subtype
sandy pine savanna (rush featherling subtype) ,saw-hab-sandy-pine-savanna-rush-featherling-subtype
wet loamy pine savanna ,saw-hab-wet-loamy-pine-savanna
very wet loamy pine savanna ,saw-hab-very-wet-loamy-pine-savanna
northern wet pine savanna ,saw-hab-northern-wet-pine-savanna
sandhill seep (wet subtype) ,saw-hab-sandhill-seep-wet-subtype
sandhill seep (very wet subtype) ,saw-hab-sandhill-seep-very-wet-subtype
small depression pocosin (typic subtype) ,saw-hab-small-depression-pocosin-typic-subtype
small depression pocosin (blueberry subtype) ,saw-hab-small-depression-pocosin-blueberry-subtype
small depression shrub border ,saw-hab-small-depression-shrub-border
coastal plain depression swamp (mixed subtype) ,saw-hab-coastal-plain-depression-swamp-mixed-subtype
coastal plain depression swamp (pocosin subtype) ,saw-hab-coastal-plain-depression-swamp-pocosin-subtype
coastal plain depression swamp (cypress dome subtype) ,saw-hab-coastal-plain-depression-swamp-cypress-dome-subtype
vernal pool (typic subtype) ,saw-hab-vernal-pool-typic-subtype
vernal pool (sphagnum subtype) ,saw-hab-vernal-pool-sphagnum-subtype
cypress savanna (typic subtype) ,saw-hab-cypress-savanna-typic-subtype
cypress savanna (acid subtype) ,saw-hab-cypress-savanna-acid-subtype
small depression drawdown meadow (typic subtype) ,saw-hab-small-depression-drawdown-meadow-typic-subtype
small depression drawdown meadow (boggy pool subtype),saw-hab-small-depression-drawdown-meadow-boggy-pool-subtype
small depression pond (typic marsh subtype) ,saw-hab-small-depression-pond-typic-marsh-subtype
small depression pond (cutgrass prairie subtype ,saw-hab-small-depression-pond-cutgrass-prairie-subtype
small depression pond (open lily pond subtype) ,saw-hab-small-depression-pond-open-lily-pond-subtype
floating bog ,saw-hab-floating-bog
natural lake shoreline swamp (sweetgum subtype) ,saw-hab-natural-lake-shoreline-swamp-sweetgum-subtype
natural lake shoreline swamp (rich subtype) ,saw-hab-natural-lake-shoreline-swamp-rich-subtype
natural lake shoreline swamp (cypress subtype) ,saw-hab-natural-lake-shoreline-swamp-cypress-subtype
natural lake shoreline swamp (lake waccamaw subtype) ,saw-hab-natural-lake-shoreline-swamp-lake-waccamaw-subtype
natural lake shoreline marsh (typic subtype) ,saw-hab-natural-lake-shoreline-marsh-typic-subtype
natural lake shoreline marsh (lake waccamaw pond-lily subtype) ,saw-hab-natural-lake-shoreline-marsh-lake-waccamaw-pond-lily-subtype
maritime wet grassland (southern hairgrass subtype) ,saw-hab-maritime-wet-grassland-southern-hairgrass-subtype
maritime wet grassland (switchgrass subtype) ,saw-hab-maritime-wet-grassland-switchgrass-subtype
interdune marsh ,saw-hab-interdune-marsh
interdune pond ,saw-hab-interdune-pond
maritime swamp forest (typic subtype) ,saw-hab-maritime-swamp-forest-typic-subtype
maritime swamp forest (cypress subtype) ,saw-hab-maritime-swamp-forest-cypress-subtype
maritime shrub swamp (dogwood subtype) ,saw-hab-maritime-shrub-swamp-dogwood-subtype
maritime shrub swamp (red bay subtype) ,saw-hab-maritime-shrub-swamp-red-bay-subtype
maritime shrub swamp (willow subtype) ,saw-hab-maritime-shrub-swamp-willow-subtype
estuarine fringe pine forest (loblolly pine subtype) ,saw-hab-estuarine-fringe-pine-forest-loblolly-pine-subtype
estuarine fringe pine forest (pond pine subtype) ,saw-hab-estuarine-fringe-pine-forest-pond-pine-subtype
estuarine beach forest ,saw-hab-estuarine-beach-forest
tidal freshwater marsh (giant cordgrass subtype) ,saw-hab-tidal-freshwater-marsh-giant-cordgrass-subtype
tidal freshwater marsh (sawgrass subtype) ,saw-hab-tidal-freshwater-marsh-sawgrass-subtype
tidal freshwater marsh (needlerush subtype) ,saw-hab-tidal-freshwater-marsh-needlerush-subtype
tidal freshwater marsh (threesquare subtype) ,saw-hab-tidal-freshwater-marsh-threesquare-subtype
tidal freshwater marsh (cattail subtype) ,saw-hab-tidal-freshwater-marsh-cattail-subtype
tidal freshwater marsh (southern wild rice subtype) ,saw-hab-tidal-freshwater-marsh-southern-wild-rice-subtype
tidal freshwater marsh (wild rice subtype) ,saw-hab-tidal-freshwater-marsh-wild-rice-subtype
tidal freshwater marsh (oligohaline low marsh subtype),saw-hab-tidal-freshwater-marsh-oligohaline-low-marsh-subtype
tidal freshwater marsh (mixed freshwater subtype) ,saw-hab-tidal-freshwater-marsh-mixed-freshwater-subtype
tidal freshwater marsh (shoreline lawn subtype) ,saw-hab-tidal-freshwater-marsh-shoreline-lawn-subtype
tidal freshwater marsh (broadleaf pondlily subtype) ,saw-hab-tidal-freshwater-marsh-broadleaf-pondlily-subtype
tidal freshwater marsh (narrowleaf pondlily subtype) ,saw-hab-tidal-freshwater-marsh-narrowleaf-pondlily-subtype
tidal freshwater marsh (shrub subtype) ,saw-hab-tidal-freshwater-marsh-shrub-subtype
freshwater marsh pool ,saw-hab-freshwater-marsh-pool
tidal swamp (cypress–gum subtype) ,saw-hab-tidal-swamp-cypress-gum-subtype
tidal swamp (mixed subtype) ,saw-hab-tidal-swamp-mixed-subtype
tidal red cedar forest ,saw-hab-tidal-red-cedar-forest
salt marsh (carolinian subtype) ,saw-hab-salt-marsh-carolinian-subtype
salt marsh (virginian subtype) ,saw-hab-salt-marsh-virginian-subtype
brackish marsh (salt meadow cordgrass subtype) ,saw-hab-brackish-marsh-salt-meadow-cordgrass-subtype
brackish marsh (needlerush subtype) ,saw-hab-brackish-marsh-needlerush-subtype
brackish marsh (smooth cordgrass subtype) ,saw-hab-brackish-marsh-smooth-cordgrass-subtype
brackish marsh (transitional subtype) ,saw-hab-brackish-marsh-transitional-subtype
tidal mud flat ,saw-hab-tidal-mud-flat
salt flat,saw-hab-salt-flat
salt shrub (high subtype) ,saw-hab-salt-shrub-high-subtype
salt shrub (low subtype) ,saw-hab-salt-shrub-low-subtype
upper beach (northern subtype) ,saw-hab-upper-beach-northern-subtype
upper beach (southern subtype) ,saw-hab-upper-beach-southern-subtype
