id,pri-id,h_id,habitat,p_type,category,priority
374,pri-374,25,riverine-aquatic-communities-macp,R,Habitat use,"Examine habitat-use patterns of the eastern mudsnake, common rainbow snake, glossy crayfish snake, black swamp snake and eastern chicken turtle, using telemetry;"
375,pri-375,26,small-wetland-communities,S,,"Conduct surveys on all amphibian species associated with small wetland communities, especially Mabee's salamander, spotted salamander, eastern tiger salamander, oak toad, dwarf salamander, four-toed salamander, ornate chorus frog, Pine Barrens treefrog, and Carolina gopher frog;"
376,pri-376,26,small-wetland-communities,S,,"Determine the status and distribution of the eastern chicken turtle, eastern mudsnake, black swamp snake, and glossy crayfish snake;"
377,pri-377,26,small-wetland-communities,S,,Initiate frog call surveys (potentially coordinated through NC Partners in Amphibian and Reptile Conservation);
378,pri-378,26,small-wetland-communities,S,,Expand cooperative survey efforts for amphibians and reptiles with industrial forest landowners such as Weyerhaeuser and International Paper (small wetlands may be a matrix habitat within larger stands of upland forest);
379,pri-379,26,small-wetland-communities,M,,Establish long-term breeding amphibian monitoring in these habitat types;
380,pri-380,26,small-wetland-communities,M,,Monitor the long-term quality and quantity of beaver pond habitats in the region;
381,pri-381,26,small-wetland-communities,R,,Investigate movements of amphibians and reptiles between small wetlands within a complex and use of adjoining uplands;
382,pri-382,26,small-wetland-communities,R,,"Investigate the potential to create vernal ponds for the benefit of wildlife, particularly amphibians;"
383,pri-383,26,small-wetland-communities,R,,Examine small wetlands to determine the importance of foraging and nesting areas for wading birds;
384,pri-384,26,small-wetland-communities,R,,"Determine the importance of beaver ponds to birds, reptiles and amphibians and document populations of basking turtles in areas with beaver ponds as compared to areas with few or no ponds;"
385,pri-385,27,tidal-swamp-forest-and-wetlands,S,,"Conduct marshbird surveys (especially tape playbacks for rails and bitterns) to determine the status and distribution of all marshbirds (Legare et al; 1999, Gibbs and Melvin 1997, Conway et al; 2004);"
386,pri-386,27,tidal-swamp-forest-and-wetlands,S,,"Establish species-specific surveys to improve our knowledge of the status and distribution of least bittern, American bittern, yellow rail, and black rail at all times of the year (Conway et al; 2004);"
387,pri-387,27,tidal-swamp-forest-and-wetlands,S,,"Conduct status and distribution surveys for black-necked stilt, common moorhen, wood stork, northern harrier, short-eared owl, sedge wren and both saltmarsh and Nelson's sharp-tailed sparrows;"
388,pri-388,27,tidal-swamp-forest-and-wetlands,S,,"Establish small mammal surveys to obtain distribution information on the star-nosed mole and least shrew in this habitat, as well as other small mammals;"
389,pri-389,27,tidal-swamp-forest-and-wetlands,S,,Determine the status and distribution of the marsh rabbit;
390,pri-390,27,tidal-swamp-forest-and-wetlands,S,,"Determine the status and distribution of the American alligator, eastern mudsnake, common rainbow snake and striped mud turtle;"
391,pri-391,27,tidal-swamp-forest-and-wetlands,M,,"Long-term monitoring, following survey data, is needed for all marshbirds, mammals and reptiles in this habitat type;"
392,pri-392,27,tidal-swamp-forest-and-wetlands,M,,Continue nest monitoring for colonial waterbirds;
393,pri-393,27,tidal-swamp-forest-and-wetlands,M,,Establish mist net stations for passerine birds in this habitat type at all times of the year;
394,pri-394,27,tidal-swamp-forest-and-wetlands,R,,"Examine habitat use and conduct nesting habitat research on the black rail using telemetry, and then on other marshbirds (Bogner and Baldassarre 2002);"
395,pri-395,27,tidal-swamp-forest-and-wetlands,R,,Research the relationship between habitat area and the distribution of tidal marshbirds (Benoit and Askins 2002);
396,pri-396,27,tidal-swamp-forest-and-wetlands,R,,"Conduct research on fire management in marsh habitats to determine optimal frequency, timing, and firing techniques (e;g;, flanking fire, back fire) to benefit priority birds;"
397,pri-397,27,tidal-swamp-forest-and-wetlands,R,,Conduct a systematics study to differentiate between the two subspecies of least shrew;
398,pri-398,27,tidal-swamp-forest-and-wetlands,R,,Explore techniques for restoration of tidal swamp forest and wetlands;
399,pri-399,27,tidal-swamp-forest-and-wetlands,R,,"Investigate the past, current and potential future impact of nutria on tidal wetlands (especially freshwater marshes);"
400,pri-400,28,maritime-shrub-forest,S,,"Conduct migration surveys to determine bird use, especially during the fall;"
401,pri-401,28,maritime-shrub-forest,S,,"Conduct small mammal surveys on barrier island systems to verify species status, distribution and community composition;"
402,pri-402,28,maritime-shrub-forest,S,,Determine the status and distribution of amphibians and reptiles in maritime communities;
403,pri-403,28,maritime-shrub-forest,M,,"Continue long-term monitoring and banding work (currently being done by the US Geological Survey) on eastern painted buntings and support the goals and objectives of the Painted Bunting Working Group that involves Florida, Georgia, South and North Carolina;"
404,pri-404,28,maritime-shrub-forest,M,,Establish MAPS and migration banding stations in this habitat type;
405,pri-405,28,maritime-shrub-forest,M,,"Establish long-term monitoring of amphibians and reptiles, once survey data has been established;"
406,pri-406,28,maritime-shrub-forest,R,Genetics,Conduct cooperative research with western states to determine the genetic relationships between eastern and western painted buntings;
407,pri-407,28,maritime-shrub-forest,R,Genetics,"Conduct genetics research on all ""kingsnake"" species;"
408,pri-408,28,maritime-shrub-forest,R,Demographics and habitat use,"Initiate productivity and habitat use research eastern painted bunting (Norris and Elder 1982, Lanyon and Thompson 1986 and Kopachena and Crist 2000);"
409,pri-409,28,maritime-shrub-forest,R,Demographics and habitat use,Document the habitat selection and competition factors related to indigo bunting and painted bunting in these habitats (Kopachena and Crist 2000);
410,pri-410,28,maritime-shrub-forest,R,Demographics and habitat use,Maritime forests in the far southeastern portion of the state historically supported eastern woodrats; consider those habitats as potential reintroduction sites;
411,pri-411,28,maritime-shrub-forest,R,Demographics and habitat use,"Examine demographics, population dynamics, and the specific habitat requirements of the white-footed mouse subspecies (listing is almost certain for the subspecies);"
412,pri-412,28,maritime-shrub-forest,R,Demographics and habitat use,"Conduct habitat-use research on southern dusky salamander, eastern spadefoot, southern hog-nosed snake, eastern coachwhip, northern scarletsnake, kingsnakes and eastern coral snake to better determine habitat use patterns;"
413,pri-413,29,estuarine-communities,S,,"Determine the breeding and wintering status and distribution of the saltmarsh sharp-tailed sparrow, Nelson's sharp-tailed sparrow (DiQuinzio et al; 2001, Hodgman et al; 2002) and the seaside sparrow in North Carolina;"
414,pri-414,29,estuarine-communities,S,,"Determine the status and distribution of sedge wren, northern harrier and short-eared owl;"
415,pri-415,29,estuarine-communities,S,,"Conduct secretive marshbird surveys for the black rail, American bittern, least bittern, yellow rail and other marsh birds (birds not adequately surveyed by BBS) (Legare et al; 1999);"
416,pri-416,29,estuarine-communities,S,,Continue surveys for Wilson's plover and American oystercatcher to assess state-wide trends in abundance and distribution;
417,pri-417,29,estuarine-communities,S,,"Determine the status and distribution of priority mammals (e;g;, manatee, marsh rabbit);"
418,pri-418,29,estuarine-communities,S,,Determine the status and distribution of the diamond-backed terrapin and Carolina watersnake;
419,pri-419,29,estuarine-communities,M,,"Continue ongoing all-season piping plover monitoring, as well as other ongoing shorebird and colonial waterbird monitoring;"
420,pri-420,29,estuarine-communities,M,,"Establish long-term monitoring for all marsh birds (Gibbs and Melvin 1997, Benoit and Askins 2002, Bogner and Baldassarre 2002, Conway et al; 2004);"
421,pri-421,29,estuarine-communities,M,,Establish long-term monitoring for passerine birds using marsh habitat; establish bird banding stations at all times of the year in marsh habitats;
422,pri-422,29,estuarine-communities,M,,Continue long-term sea turtle nesting and stranding monitoring; strandings need to be monitored to a greater extent in estuary sites;
423,pri-423,29,estuarine-communities,M,,Establish long-term monitoring for diamond-backed terrapins (post survey work);
424,pri-424,29,estuarine-communities,R,Genetics,Conduct systematics studies to differentiate between the two subspecies of least shrew;
425,pri-425,29,estuarine-communities,R,Genetics,"Explore the genetic relationships among ""kingsnake"" species;"
426,pri-426,29,estuarine-communities,R,"Diet, Nutrition","Research the nutrition needs of plovers and oystercatchers and the diet niches of terns, skimmers, herons and egrets;"
427,pri-427,29,estuarine-communities,R,Habitat use/demographics,"Study marsh bird habitat needs and life histories, especially the black rail (Benoit and Askins 2002 and Conway et al; 2004);"
428,pri-428,29,estuarine-communities,R,Habitat use/demographics,"Conduct shorebird foraging studies, wading bird foraging studies, and expanded colonial waterbird research (possible partnerships with Atlantic Coastal Joint Ventures, South Atlantic Migratory Bird Initiative);"
429,pri-429,29,estuarine-communities,R,Habitat use/demographics,"Conduct marsh food productivity/food web research related to shorebirds, rails and wading birds;"
430,pri-430,29,estuarine-communities,R,Habitat use/demographics,Explore population dynamics related to controlled burns in marshes;
431,pri-431,29,estuarine-communities,R,Habitat use/demographics,Examine the reproductive success of beach nesting birds on dredge material islands as compared to success on beaches;
432,pri-432,29,estuarine-communities,R,Habitat use/demographics,Explore the use of field readable bands on royal terns and American oystercatchers to attain survivorship information;
433,pri-433,29,estuarine-communities,R,Habitat use/demographics,Conduct studies to examine two-egg clutches in royal terns;
434,pri-434,29,estuarine-communities,R,Habitat use/demographics,Determine the cause of sharp nesting population declines in snowy egrets;
435,pri-435,29,estuarine-communities,R,Predator effects,Study estuarine predator communities and effects on nesting birds;
436,pri-436,29,estuarine-communities,R,Management practices,Identify causal factors in sea turtle strandings and fishery related mortality issues (using telemetry);
437,pri-437,29,estuarine-communities,R,Management practices,Conduct diamond-backed terrapin research to better identify causal factors and minimize fisheries related mortality;
438,pri-438,29,estuarine-communities,R,Management practices,"Study the effectiveness of burning marshes, especially brackish marshes, to retard growth of shrubs and stimulate growth of grasses, sedges, and rushes;"
439,pri-439,29,estuarine-communities,R,Management practices,Study the effectiveness of vegetation control measures on dredge material islands for birds that require early successional nesting habitat;
440,pri-440,29,estuarine-communities,R,Management practices,"Determine limiting factors for oystercatchers, plovers, black skimmers, gull-billed, royal, least and common terns and implement management to halt population declines;"
441,pri-441,29,estuarine-communities,R,Management practices,Explore techniques for restoration of estuarine communities;
442,pri-442,29,estuarine-communities,R,Management practices,"Investigate the past, current and potential future impacts of nutria on estuarine wetlands (especially brackish-fresh water marshes);"
443,pri-443,30,beach-and-dunes,S,,"Conduct shorebird surveys throughout the year to better understand population fluctuations for breeding, wintering and migratory birds (especially piping plover, American oystercatcher, Wilson's plover);"
444,pri-444,30,beach-and-dunes,S,,Determine distribution and status of wintering shorebirds (Sprandel et al; 2000);
445,pri-445,30,beach-and-dunes,M,,"Monitor status and reproductive success of gull-billed tern, common tern, least tern, black skimmer, piping plover, and Caspian tern;"
446,pri-446,30,beach-and-dunes,M,,Continue support for regular colonial waterbird surveys (currently conducted coast wide roughly every three years);
447,pri-447,30,beach-and-dunes,M,,Determine seasonal numbers and distribution of shorebirds (Dinsmore et al; 1998);
448,pri-448,30,beach-and-dunes,M,,Continue sea turtle nest and stranding monitoring;
449,pri-449,30,beach-and-dunes,M,,"Monitor introduced non-native species effects (especially plants and invertebrates) on native coastal wildlife, including sea turtles;"
450,pri-450,30,beach-and-dunes,R,Predator impacts,"Identify causal factors responsible for low beach nesting bird reproductive success; initiate predator impact studies (e;g;, ghost crabs, fire ants, gulls, foxes, raccoons, feral cats) (Wolcott and Wolcott 1999);"
451,pri-451,30,beach-and-dunes,R,Life history/ demography,Conduct American oystercatcher and Wilson's plover reproductive success research (more important for Wilson's plover reproductive success since studies are already underway looking at oystercatcher success);
452,pri-452,30,beach-and-dunes,R,Life history/ demography,Conduct foraging strategies and energy budget allocations of migrating shorebirds (Davis and Smith 2001);
453,pri-453,30,beach-and-dunes,R,Life history/ demography,Conduct life history studies of colonial waterbirds (Wambach and Emslie 2003);
454,pri-454,30,beach-and-dunes,R,Life history/ demography,"Study the demographics, population dynamics, and the specific habitat requirements of the white-footed mouse subspecies (listing is almost certain for the subspecies);"
455,pri-455,30,beach-and-dunes,R,Management practices,Evaluate impacts of beach renourishment on sea turtle reproduction;
456,pri-456,30,beach-and-dunes,R,Management practices,Examine causal factors in sea turtle strandings to identify ways to reduce strandings;
457,pri-457,30,beach-and-dunes,R,Management practices,Examine the effectiveness of vegetation control for beach nesting birds that require early successional habitat;
458,pri-458,30,beach-and-dunes,R,Management practices,Examine the effectiveness of trapping or other predator control measures (potentially for native and non-native species alike);
459,pri-459,30,beach-and-dunes,R,Management practices,Work with owners and managers of buildings containing nesting least terns to increase reproductive success while allowing owners/managers to maintain good public relations;
460,pri-460,30,beach-and-dunes,R,Telemetry,Conduct habitat use and time allotment studies on sea turtles;
461,pri-461,33,oak-dominated-forest-sbr,S,,"Priority goes to gathering baseline information regarding the current distribution and status of oak forest associated species that are rare or declining (e;g; sharp-shinned hawk, cerulean warbler,  black-capped chickadee,  black-billed cuckoo, golden-winged warbler, eastern fox squirrel, green salamander, seepage salamander, four-toed salamander, Tellico salamander, crevice salamander, southern zigzag salamander, Wehrle's salamander, mountain chorus frog, timber rattlesnake, northern pine snake);"
462,pri-462,33,oak-dominated-forest-sbr,S,,"Next, expand surveys to include species for which we know very little about current status and distribution (e;g; whip-poor-will, Cooper's hawk, weasels, moles, shrews, bats, certain salamanders, and reptile species such as the box turtle);"
463,pri-463,33,oak-dominated-forest-sbr,S,,"Finally, compile, store and synthesize information about the status and distribution of more common species, developed through those approaches or other efforts;"
464,pri-464,33,oak-dominated-forest-sbr,M,,"Expand monitoring frameworks to account for species that are not suited to traditional long-term monitoring protocols (e;g; hawks, goatsuckers, owls), or for species missed under systematic monitoring due to small population sizes or limited ranges in North Carolina (e;g; brown creeper, cerulean warbler, black-capped chickadee);"
465,pri-465,33,oak-dominated-forest-sbr,M,,"Track oak habitat trends (e;g;, rate of loss or conversion of the habitat and disease or pest affects) and consider trends in the development of long-term monitoring strategies for oak forests of the region;"
466,pri-466,33,oak-dominated-forest-sbr,R,Genetics,"Initiate genetic and morphological studies to clarify taxonomic status of numerous birds and amphibians (e;g; high elevation birds, plethodontid salamanders)"
467,pri-467,33,oak-dominated-forest-sbr,R,Habitat,Conduct life history and habitat use research on northern pinesnake;
468,pri-468,33,oak-dominated-forest-sbr,R,Habitat,"Conduct habitat use studies of neotropical migrants (e;g; cerulean warbler, black-capped chickadee, many others) using telemetry;"
469,pri-469,33,oak-dominated-forest-sbr,R,Habitat,"Conduct habitat use and life history studies for bat species that may potentially use this habitat (e;g; hoary, silver-haired, eastern small-footed, northern bats)"
470,pri-470,33,oak-dominated-forest-sbr,R,Habitat,"Study population responses of plant and wildlife species to habitat manipulations (e;g; large scale prescribed burning, oak savannah creation, canopy gap creation, etc;)"
471,pri-471,33,oak-dominated-forest-sbr,R,Habitat,Conduct green salamander movement studies either around embedded rock outcrops or between rock outcrops
472,pri-472,33,oak-dominated-forest-sbr,R,Other,Establish studies to determine both direct and indirect impacts of pest control measures upon oak forest dependent species (e;g; what is the impact of gypsy moth control strategies upon local and landscape scale wildlife populations? Upon invertebrates that serve as food for vertebrates?)
473,pri-473,34,high-elevation-rock-outcrops,S,,"Prioritize surveys for rock shrew, rock vole, coal skink, and timber rattlesnake;"
474,pri-474,34,high-elevation-rock-outcrops,M,,"Continue monitoring for green salamander, Allegheny woodrat, and peregrine falcon populations;"
475,pri-475,34,high-elevation-rock-outcrops,M,,"Initiate long-term monitoring (when baseline surveys permit) for the species mentioned above (rock shrew, rock vole, coal skink, timber rattlesnake);"
476,pri-476,34,high-elevation-rock-outcrops,R,,"Examine peregrine falcon productivity, contaminant effects (per US Fish and Wildlife Service monitoring plan, 2003), and juvenile dispersal (using satellite telemetry);"
477,pri-477,34,high-elevation-rock-outcrops,R,,Examine green salamander habitat use/movements and genetic relationships within/between populations;
478,pri-478,34,high-elevation-rock-outcrops,R,,Examine parasite (Baylisascaris) prevalence in Allegheny woodrats;
479,pri-479,34,high-elevation-rock-outcrops,R,,Explore better ways to identify the distribution and characteristics of this habitat across the landscape;
480,pri-480,35,low-elevation-cliffs-and-rock-outcrops,S,,"Conduct surveys for the southern zigzag salamander, crevice salamander, green salamander;"
481,pri-481,35,low-elevation-cliffs-and-rock-outcrops,S,,Conduct bat surveys (survey appropriate habitats for hibernacula or summer roosts);
482,pri-482,35,low-elevation-cliffs-and-rock-outcrops,S,,Intensify efforts to determine eastern spotted skunk range and status;
483,pri-483,35,low-elevation-cliffs-and-rock-outcrops,S,,"Survey/develop baseline status and distribution information for coal skink, timber rattlesnake, peregrine falcon;"
484,pri-484,35,low-elevation-cliffs-and-rock-outcrops,M,,Continue annual monitoring of peregrine falcon nest cliffs to assess population status;
485,pri-485,35,low-elevation-cliffs-and-rock-outcrops,M,,Establish protocols and regularly monitor green salamander and eastern woodrat;
486,pri-486,35,low-elevation-cliffs-and-rock-outcrops,M,,Establish protocols and monitoring system for all priority wildlife species associated with low elevation rock outcrops upon completion of baseline inventories/surveys;
487,pri-487,35,low-elevation-cliffs-and-rock-outcrops,R,," 	See green salamander and peregrine falcon research needs under ""High elevation rock outcrop"" section;"
488,pri-488,35,low-elevation-cliffs-and-rock-outcrops,R,,Initiate bat use and microhabitat studies;
489,pri-489,35,low-elevation-cliffs-and-rock-outcrops,R,,Study the impact of various management scenarios on the habitat and associated species;
490,pri-490,35,low-elevation-cliffs-and-rock-outcrops,R,,Explore ways to identify the distribution and characteristics of this habitat across the landscape;
491,pri-491,36,caves-and-mines,S,,Conduct bat surveys in caves and mines that have not been previously evaluated;
492,pri-492,36,caves-and-mines,S,,"Survey for potential nesting birds in caves such as turkey vulture, black vulture and common raven;"
493,pri-493,36,caves-and-mines,M,,Establish and implement long term monitoring protocol to document bat use of significant cave/mine roosts;
494,pri-494,36,caves-and-mines,M,,Develop protocols and procedures for long-term bat banding study and data storage throughout the state;
495,pri-495,36,caves-and-mines,M,,Establish protocol for periodic monitoring and assessment of Allegheny woodrat populations;
496,pri-496,36,caves-and-mines,R,,"Longtail salamander research:  in some areas of its range, the longtail salamander occurs often associated with caves, or portions of caves;  No investigation of its habitat use has ever occurred in North Carolina, and could be undertaken in conjunction with more generalized research on this species distribution, status and habitat in the state;"
497,pri-497,36,caves-and-mines,R,,"Consider studies to document maternity sites used by bats from specific hibernacula (e;g;, find maternity colonies utilizing radio telemetry of individual Virginia big-eared bats that hibernate in known caves/mines, or track any Indiana or gray bats captured to their maternity sites or hibernacula);"
